'frequency','sig_1.db','sig_1.deg','sig_2.db','sig_2.deg','sig_3.db','sig_3.deg','sig_4.db','sig_4.deg'
1020.96066231,0,0,-3.10132439458,-45.5942294912,-3.10025206151,-46.3293665475,105.087328709,-81.0624482792
1035.17795563,0,0,-3.16304518669,-45.9902562534,-3.16194277916,-46.7356316834,105.020492249,-81.9523857339
1049.59323056,0,0,-3.22559555141,-46.3860937943,-3.22446222592,-47.1418502261,104.952682325,-82.8490119297
1064.20924406,0,0,-3.28897453799,-46.7816666784,-3.2878094274,-47.5479487288,104.883895826,-83.7523472119
1079.02879152,0,0,-3.35318088105,-47.1768997226,-3.35198309386,-47.9538540244,104.814129844,-84.6624135118
1094.05470721,0,0,-3.41821300246,-47.5717180669,-3.41698162219,-48.3594932976,104.743381663,-85.5792344367
1109.2898649,0,0,-3.48406901375,-47.9660472452,-3.48280309822,-48.7647941551,104.671648755,-86.5028353589
1124.73717836,0,0,-3.550746719,-48.3598132545,-3.54944529958,-49.169684696,104.598928777,-87.433243504
1140.39960197,0,0,-3.61824361811,-48.7529426232,-3.61690569901,-49.5740935801,104.525219558,-88.3704880391
1156.28013121,0,-9.93923337957e-017,-3.68655691057,-49.1453624783,-3.68518146808,-49.9779500956,104.450519096,-89.3146001592
1172.38180329,0,0,-3.75568349966,-49.5370006112,-3.75426948133,-50.3811842252,104.374825548,-90.265613173
1188.70769771,0,0,-3.82561999701,-49.9277855421,-3.82416632089,-50.7837267112,104.298137222,-91.2235625874
1205.26093687,0,0,-3.89636272766,-50.3176465822,-3.89486828144,-51.185509118,104.220452569,-92.1884861904
1222.04468663,0,0,-3.96790773541,-50.7065138952,-3.96637137558,-51.5864638939,104.141770171,-93.1604241331
1239.06215695,0,0,-4.04025078858,-51.0943185557,-4.03867133956,-51.98652443,104.062088733,-94.1394190094
1256.31660247,0,0,-4.11338738617,-51.4809926065,-4.11176363939,-52.3856251184,103.981407073,-95.1255159346
1273.81132319,0,0,-4.18731276427,-51.8664691135,-4.18564347728,-52.7837014066,103.899724107,-96.1187626214
1291.54966501,0,0,-4.26202190285,-52.2506822182,-4.26030579833,-53.1806898516,103.817038843,-97.1192094554
1309.53502048,0,0,-4.33750953281,-52.6335671883,-4.33574529761,-53.5765281701,103.733350365,-98.1269095669
1327.77082936,0,0,-4.41377014332,-53.0150604658,-4.41195642746,-53.9711552871,103.648657822,-99.1419189018
